customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,subscription_status_binary,discount_applied_binary,promo_code_used_binary,total_spendings
92,44,Male,Scarf,Accessories,99,South Carolina,Green,Winter,4.6,Yes,Standard,Yes,Yes,18,Credit Card,Every 3 Months,36-45,1,1,1,1881
93,61,Male,Jacket,Outerwear,87,Texas,Olive,Winter,4.4,Yes,2-Day Shipping,Yes,Yes,13,Venmo,Every 3 Months,56-65,1,1,1,1218
94,37,Male,Sweater,Clothing,62,Florida,Purple,Fall,4.5,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,36-45,1,1,1,2914
95,58,Male,Skirt,Clothing,76,Nevada,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,28,Credit Card,Weekly,56-65,1,1,1,2204
96,37,Male,Sneakers,Footwear,100,Missouri,Pink,Fall,3.8,Yes,Free Shipping,Yes,Yes,48,PayPal,Monthly,36-45,1,1,1,4900
97,32,Male,Gloves,Accessories,73,Delaware,Gold,Spring,3.6,Yes,Express,Yes,Yes,43,Venmo,Every 3 Months,26-35,1,1,1,3212
98,21,Male,Shoes,Footwear,92,Virginia,Teal,Winter,4.8,Yes,Store Pickup,Yes,Yes,37,Cash,Annually,18-25,1,1,1,3496
99,20,Male,Jeans,Clothing,67,New York,Teal,Spring,2.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Annually,18-25,1,1,1,1407
100,26,Male,Hoodie,Clothing,40,Missouri,Indigo,Summer,3.7,Yes,Express,Yes,Yes,33,Debit Card,Quarterly,26-35,1,1,1,1360
101,62,Male,Sunglasses,Accessories,98,South Dakota,Maroon,Fall,2.7,Yes,Express,Yes,Yes,31,Cash,Fortnightly,56-65,1,1,1,3136
102,27,Male,Coat,Outerwear,85,North Dakota,White,Spring,4.6,Yes,Express,Yes,Yes,50,Credit Card,Bi-Weekly,26-35,1,1,1,4335
103,51,Male,Socks,Clothing,67,Oklahoma,Violet,Winter,4.8,Yes,Next Day Air,Yes,Yes,35,Credit Card,Quarterly,46-55,1,1,1,2412
104,54,Male,Boots,Footwear,89,West Virginia,Red,Winter,4.0,Yes,Next Day Air,Yes,Yes,22,Venmo,Bi-Weekly,46-55,1,1,1,2047
105,55,Male,Sunglasses,Accessories,24,New Hampshire,Pink,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Monthly,46-55,1,1,1,48
106,69,Male,Backpack,Accessories,96,New York,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Annually,65+,1,1,1,480
107,64,Male,Jacket,Outerwear,35,Minnesota,White,Summer,3.7,Yes,Standard,Yes,Yes,31,Credit Card,Monthly,56-65,1,1,1,1120
108,28,Male,Sneakers,Footwear,67,Maryland,Olive,Winter,3.1,Yes,Next Day Air,Yes,Yes,46,PayPal,Fortnightly,26-35,1,1,1,3149
109,70,Male,Socks,Clothing,79,Montana,Purple,Spring,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Bi-Weekly,65+,1,1,1,2607
110,58,Male,T-shirt,Clothing,85,Alabama,Violet,Spring,2.6,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Fortnightly,56-65,1,1,1,3740
111,56,Male,Backpack,Accessories,26,New York,Black,Summer,4.0,Yes,Standard,Yes,Yes,26,Venmo,Fortnightly,56-65,1,1,1,702
112,26,Male,Belt,Accessories,75,Massachusetts,Purple,Summer,5.0,Yes,Free Shipping,Yes,Yes,9,Credit Card,Annually,26-35,1,1,1,750
113,37,Male,Gloves,Accessories,65,Florida,Red,Spring,4.3,Yes,Free Shipping,Yes,Yes,28,PayPal,Bi-Weekly,36-45,1,1,1,1885
114,44,Male,Hat,Accessories,54,New Jersey,Maroon,Winter,3.1,Yes,Next Day Air,Yes,Yes,20,PayPal,Quarterly,36-45,1,1,1,1134
115,70,Male,Coat,Outerwear,95,Massachusetts,Blue,Summer,3.7,Yes,Store Pickup,Yes,Yes,9,Cash,Weekly,65+,1,1,1,950
116,53,Male,Skirt,Clothing,94,Wyoming,Gray,Spring,3.8,Yes,Standard,Yes,Yes,48,Debit Card,Every 3 Months,46-55,1,1,1,4606
117,55,Male,Shoes,Footwear,86,Virginia,Blue,Spring,3.4,Yes,Free Shipping,Yes,Yes,12,Venmo,Annually,46-55,1,1,1,1118
118,50,Male,Sandals,Footwear,32,South Dakota,Yellow,Summer,4.6,Yes,Express,Yes,Yes,29,Cash,Fortnightly,46-55,1,1,1,960
119,50,Male,Sweater,Clothing,45,Kentucky,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,46-55,1,1,1,1260
120,38,Male,Coat,Outerwear,76,Wyoming,Orange,Fall,4.3,Yes,Express,Yes,Yes,44,Cash,Annually,36-45,1,1,1,3420
121,64,Male,Hat,Accessories,84,West Virginia,Red,Summer,4.0,Yes,Express,Yes,Yes,32,Bank Transfer,Annually,56-65,1,1,1,2772
122,19,Male,Shorts,Clothing,72,Virginia,Olive,Winter,4.2,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,18-25,1,1,1,864
123,40,Male,Backpack,Accessories,40,Washington,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Fortnightly,36-45,1,1,1,1800
124,57,Male,Sweater,Clothing,89,Louisiana,Brown,Fall,3.1,Yes,Free Shipping,Yes,Yes,46,Cash,Weekly,56-65,1,1,1,4183
125,44,Male,Sweater,Clothing,86,Nevada,Gray,Spring,3.1,Yes,Next Day Air,Yes,Yes,50,PayPal,Annually,36-45,1,1,1,4386
126,49,Male,Shorts,Clothing,54,California,Indigo,Winter,3.6,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,46-55,1,1,1,2484
127,43,Male,Shorts,Clothing,36,Mississippi,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,36-45,1,1,1,1764
128,24,Male,Sweater,Clothing,89,Mississippi,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,26,Credit Card,Weekly,18-25,1,1,1,2403
129,20,Male,Scarf,Accessories,32,California,Gold,Spring,4.7,Yes,Standard,Yes,Yes,21,Credit Card,Fortnightly,18-25,1,1,1,704
130,24,Male,Dress,Clothing,67,Pennsylvania,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Bi-Weekly,18-25,1,1,1,3350
131,44,Male,Scarf,Accessories,39,Kentucky,Violet,Fall,3.7,Yes,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,36-45,1,1,1,546
132,28,Male,Skirt,Clothing,29,Maine,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,26-35,1,1,1,1363
133,30,Male,Backpack,Accessories,58,New Mexico,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,26-35,1,1,1,2494
134,52,Male,Sweater,Clothing,65,Montana,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,46-55,1,1,1,1690
135,43,Male,Hat,Accessories,94,Texas,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,36-45,1,1,1,2444
136,43,Male,Sandals,Footwear,81,Kansas,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,36-45,1,1,1,1053
137,39,Male,Blouse,Clothing,86,South Carolina,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,36-45,1,1,1,430
138,68,Male,Sneakers,Footwear,43,Colorado,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,65+,1,1,1,1677
139,68,Male,Skirt,Clothing,29,Georgia,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,65+,1,1,1,1247
140,49,Male,Coat,Outerwear,95,Florida,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,46-55,1,1,1,2945
141,63,Male,Shirt,Clothing,28,North Carolina,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,56-65,1,1,1,1428
142,56,Male,Gloves,Accessories,46,Virginia,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,56-65,1,1,1,2116
143,37,Male,Jacket,Outerwear,58,Nebraska,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,36-45,1,1,1,1972
144,30,Male,Coat,Outerwear,48,Missouri,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,26-35,1,1,1,1248
145,19,Male,Shoes,Footwear,43,New Jersey,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,18-25,1,1,1,1118
146,24,Male,Jewelry,Accessories,95,Missouri,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,18-25,1,1,1,4275
147,52,Male,Skirt,Clothing,30,Colorado,Black,Fall,4.0,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,46-55,1,1,1,660
148,63,Male,Shoes,Footwear,64,Idaho,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,56-65,1,1,1,2048
149,37,Male,Gloves,Accessories,90,Wyoming,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,36-45,1,1,1,4320
150,38,Male,Pants,Clothing,76,Delaware,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,36-45,1,1,1,1140
151,35,Male,Boots,Footwear,96,California,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,26-35,1,1,1,1728
152,28,Male,Sunglasses,Accessories,47,North Dakota,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,26-35,1,1,1,188
153,30,Male,Shirt,Clothing,85,South Carolina,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,26-35,1,1,1,3655
154,69,Male,Hoodie,Clothing,55,North Carolina,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,65+,1,1,1,1265
155,41,Male,Dress,Clothing,98,Oklahoma,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly,36-45,1,1,1,2156
156,63,Male,Socks,Clothing,77,Maine,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,56-65,1,1,1,1694
157,35,Male,Shorts,Clothing,26,Missouri,Lavender,Fall,4.0,Yes,Standard,Yes,Yes,40,Debit Card,Annually,26-35,1,1,1,1066
158,36,Male,Hat,Accessories,68,Vermont,Yellow,Fall,3.0,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,36-45,1,1,1,136
159,25,Male,Shirt,Clothing,73,Connecticut,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,18-25,1,1,1,3723
160,58,Male,Gloves,Accessories,27,New Hampshire,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,56-65,1,1,1,1080
161,27,Male,Gloves,Accessories,23,Texas,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly,26-35,1,1,1,805
162,65,Male,Backpack,Accessories,49,North Dakota,Olive,Fall,3.0,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,56-65,1,1,1,1470
163,54,Male,Sunglasses,Accessories,74,California,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,46-55,1,1,1,2368
164,54,Male,Skirt,Clothing,67,Virginia,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,46-55,1,1,1,603
165,59,Male,Handbag,Accessories,65,Delaware,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,56-65,1,1,1,390
166,42,Male,Handbag,Accessories,60,Kentucky,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,36-45,1,1,1,480
167,46,Male,Sneakers,Footwear,31,Delaware,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,46-55,1,1,1,961
168,33,Male,Gloves,Accessories,27,Arkansas,Green,Fall,4.0,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,26-35,1,1,1,405
169,34,Male,Shoes,Footwear,80,Louisiana,Magenta,Summer,3.0,Yes,Express,Yes,Yes,5,Cash,Fortnightly,26-35,1,1,1,480
170,27,Male,Jacket,Outerwear,30,Nevada,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,26-35,1,1,1,120
171,52,Male,Shirt,Clothing,25,Wyoming,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,46-55,1,1,1,1175
172,29,Male,Shorts,Clothing,35,Virginia,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,26-35,1,1,1,175
173,54,Male,Jewelry,Accessories,67,Nebraska,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,46-55,1,1,1,2881
174,25,Male,Hat,Accessories,46,Hawaii,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,18-25,1,1,1,1426
175,41,Male,Shoes,Footwear,35,Vermont,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,36-45,1,1,1,1330
176,53,Male,Coat,Outerwear,86,Oklahoma,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,46-55,1,1,1,258
177,53,Male,Backpack,Accessories,81,New Hampshire,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,46-55,1,1,1,2511
178,21,Male,Hoodie,Clothing,42,Kansas,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,18-25,1,1,1,2016
179,61,Male,Skirt,Clothing,43,Idaho,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,56-65,1,1,1,946
180,64,Male,Boots,Footwear,31,Illinois,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,56-65,1,1,1,310
181,51,Male,Sandals,Footwear,81,South Dakota,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,46-55,1,1,1,1053
182,32,Male,Pants,Clothing,61,Massachusetts,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,26-35,1,1,1,305
183,38,Male,Gloves,Accessories,96,Alabama,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,36-45,1,1,1,1056
184,58,Male,Skirt,Clothing,29,Ohio,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,56-65,1,1,1,783
185,32,Male,Sneakers,Footwear,33,Hawaii,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,26-35,1,1,1,1353
186,46,Male,T-shirt,Clothing,32,Wisconsin,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,46-55,1,1,1,1120
187,39,Male,Backpack,Accessories,56,Minnesota,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,36-45,1,1,1,1792
188,19,Male,Shoes,Footwear,94,Georgia,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,18-25,1,1,1,188
189,50,Male,Hoodie,Clothing,53,Arkansas,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,46-55,1,1,1,318
190,36,Male,Blouse,Clothing,82,West Virginia,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,36-45,1,1,1,410
191,65,Male,Coat,Outerwear,70,Indiana,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,56-65,1,1,1,3430
193,46,Male,Shoes,Footwear,29,Nebraska,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,46-55,1,1,1,377
194,36,Male,Belt,Accessories,100,North Dakota,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,36-45,1,1,1,3000
195,51,Male,Backpack,Accessories,94,Missouri,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,46-55,1,1,1,1504
196,51,Male,Jacket,Outerwear,25,New York,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,46-55,1,1,1,875
197,38,Male,Boots,Footwear,88,Washington,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,36-45,1,1,1,3696
198,59,Male,Scarf,Accessories,78,South Carolina,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,56-65,1,1,1,3276
199,57,Male,Jewelry,Accessories,45,Utah,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,56-65,1,1,1,1800
201,25,Male,Dress,Clothing,61,Pennsylvania,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,18-25,1,1,1,1830
202,69,Male,Blouse,Clothing,22,Missouri,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,65+,1,1,1,352
203,57,Male,Hat,Accessories,38,Nebraska,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,56-65,1,1,1,1292
204,70,Male,Scarf,Accessories,38,Indiana,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,65+,1,1,1,722
205,24,Male,Sneakers,Footwear,100,Arizona,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,18-25,1,1,1,3600
206,67,Male,Shirt,Clothing,64,Hawaii,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,65+,1,1,1,1664
207,24,Male,T-shirt,Clothing,55,Wisconsin,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,18-25,1,1,1,385
208,62,Male,Gloves,Accessories,91,Rhode Island,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,56-65,1,1,1,1638
209,57,Male,Skirt,Clothing,38,Wisconsin,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,56-65,1,1,1,684
210,55,Male,Sandals,Footwear,97,Minnesota,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,46-55,1,1,1,4365
211,45,Male,Jacket,Outerwear,22,Vermont,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,36-45,1,1,1,154
212,69,Male,Skirt,Clothing,92,South Dakota,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,65+,1,1,1,4232
213,67,Male,Handbag,Accessories,84,Virginia,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,65+,1,1,1,672
214,30,Male,Handbag,Accessories,93,Nevada,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,26-35,1,1,1,1116
215,24,Male,Jacket,Outerwear,50,Hawaii,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,18-25,1,1,1,2100
216,62,Male,Scarf,Accessories,64,New Jersey,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,56-65,1,1,1,1600
217,43,Male,Shorts,Clothing,61,Massachusetts,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,36-45,1,1,1,1342
218,35,Male,Sunglasses,Accessories,48,Oklahoma,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,26-35,1,1,1,1200
219,28,Male,T-shirt,Clothing,45,California,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,26-35,1,1,1,405
220,32,Male,Belt,Accessories,88,Nevada,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,26-35,1,1,1,1144
221,39,Male,Sneakers,Footwear,57,Arizona,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,36-45,1,1,1,2793
222,28,Male,Hat,Accessories,68,North Carolina,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,26-35,1,1,1,476
223,47,Male,Gloves,Accessories,94,New York,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,46-55,1,1,1,1410
224,20,Male,Pants,Clothing,41,Wyoming,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,18-25,1,1,1,1435
225,63,Male,Socks,Clothing,83,South Dakota,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,56-65,1,1,1,1079
226,25,Male,Jacket,Outerwear,22,Arkansas,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,18-25,1,1,1,264
227,29,Male,Shoes,Footwear,74,Texas,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,26-35,1,1,1,444
228,50,Male,Jeans,Clothing,90,Rhode Island,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,46-55,1,1,1,2340
229,18,Male,Socks,Clothing,79,New Hampshire,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually,18-25,1,1,1,948
230,70,Male,Sandals,Footwear,28,Ohio,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,65+,1,1,1,784
231,66,Male,Scarf,Accessories,88,Utah,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually,65+,1,1,1,3872
232,28,Male,Blouse,Clothing,26,Tennessee,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,26-35,1,1,1,494
233,54,Male,Jewelry,Accessories,27,Hawaii,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,46-55,1,1,1,891
234,19,Male,Sweater,Clothing,83,Arizona,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,18-25,1,1,1,2324
235,20,Male,Gloves,Accessories,39,South Dakota,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly,18-25,1,1,1,975
